cnn,st_name,st_type,cnntext,the_geom
51127000,SEARS,ST,51127000,POINT (-122.4552101574998 37.708654143068706)
20969000,UNIVERSITY,ST,20969000,POINT (-122.41519258774832 37.729222731690754)
26584000,FILBERT,ST,26584000,POINT (-122.43074718725991 37.798648338519484)
25941000,MCALLISTER,ST,25941000,POINT (-122.42354130684608 37.779673586119536)
23661000,20TH,ST,23661000,POINT (-122.39531516709056 37.76008417136573)
33127000,CRISP,RD,33127000,POINT (-122.37959926142385 37.72773227714456)
24918000,POWELL,ST,24918000,POINT (-122.40840155081233 37.78829319382498)
24884000,JESSIE,ST,24884000,POINT (-122.407015678778 37.78315774971458)
25301000,POLK,ST,25301000,POINT (-122.4208731839961 37.79149585509792)
51156000,VERNON,ST,51156000,POINT (-122.46797676416867 37.71254559580137)
21569000,MILAN,TER,21569000,POINT (-122.45077350363073 37.712335703854436)
51844000,EARL,ST,51844000,POINT (-122.36862379175449 37.733617393112624)
27775000,MORAGA,ST,27775000,POINT (-122.50231814589712 37.754953129241244)
51845000,BURKE,AVE,51845000,POINT (-122.3680596393528 37.734242361964775)
23292000,QUINTARA,ST,23292000,POINT (-122.48786615656542 37.74812530204811)
54065000,GENEVA,AVE,54065000,POINT (-122.42620190900274 37.71092103441774)
51261000,SHERIDAN,AVE,51261000,POINT (-122.45888862469009 37.799100506965694)
20135000,QUESADA,AVE,20135000,POINT (-122.38399374870886 37.729111702855185)
25052000,JACKSON,ST,25052000,POINT (-122.41108166724523 37.795467382072125)
27422000,25TH,AVE,27422000,POINT (-122.48355355866656 37.76327862834103)
25935000,LAGUNA,ST,25935000,POINT (-122.42635903458338 37.77693018392491)
20643000,QUINT,ST,20643000,POINT (-122.40269821871202 37.73026642820044)
20620000,VESTA,ST,20620000,POINT (-122.40029325885845 37.731478259449176)
23643000,22ND,ST,23643000,POINT (-122.39021008578449 37.757825860823424)
50659000,LASSEN,ALY,50659000,POINT (-122.4457700038567 37.73532751036559)
22694000,SARGENT,ST,22694000,POINT (-122.4662200608601 37.71611250564743)
27558000,28TH,AVE,27558000,POINT (-122.48794590585803 37.77994713323331)
25984000,NOE,ST,25984000,POINT (-122.43357220797367 37.76917836919654)
24113000,21ST,ST,24113000,POINT (-122.41890102845133 37.75703540177399)
24477000,FRANKLIN,ST,24477000,POINT (-122.42218671058862 37.78128638728612)
26127000,CORBETT,AVE,26127000,POINT (-122.44351311541958 37.75701589868233)
33647000,BACON,ST,33647000,POINT (-122.40359288966059 37.72763412639304)
26814000,BAKER,ST,26814000,POINT (-122.44298910504561 37.783897367514655)
26655000,BROADWAY,,26655000,POINT (-122.43327422535633 37.79447411165774)
27360000,IRVING,ST,27360000,POINT (-122.47498519383255 37.7636557908993)
26090000,DOUGLASS,ST,26090000,POINT (-122.43886431196626 37.755433637986016)
50594000,LAMSON,LN,50594000,POINT (-122.44016917786035 37.759681329471746)
51459000,UNNAMED 113,,51459000,POINT (-122.48300521728444 37.72066361641574)
22574000,MONTANA,ST,22574000,POINT (-122.45608692024804 37.7166304793586)
25095000,CLAY,ST,25095000,POINT (-122.4128292155094 37.79343239481512)
50303000,SERVICE,ST,50303000,POINT (-122.43850200353212 37.79900872657488)
52264000,HWY 101 S ON,RAMP,52264000,POINT (-122.3982659222634 37.71514824529111)
50065000,I-80 E ON,RAMP,50065000,POINT (-122.3917928668198 37.785396881292215)
52144000,I-280 S ON,RAMP,52144000,POINT (-122.39202894745355 37.75066308193474)
25966000,GOLDEN GATE,AVE,25966000,POINT (-122.43023323641758 37.77978279423438)
51188000,VISTA,CT,51188000,POINT (-122.45089340557361 37.793775568383545)
21348000,SAN JOSE,AVE,21348000,POINT (-122.42243884582795 37.74475879636863)
21456000,KNOTT,CT,21456000,POINT (-122.44090335341726 37.709106872076156)
25769000,23RD,ST,25769000,POINT (-122.43862776110774 37.75262870937039)
22943000,14TH,AVE,22943000,POINT (-122.46830960851456 37.73741714794375)
54363000,BRAZIL,AVE,54363000,POINT (-122.42378935904672 37.719841576095085)
22536000,CHESTER,AVE,22536000,POINT (-122.47043908685623 37.71217904994172)
23592000,TOWNSEND,ST,23592000,POINT (-122.3883060680158 37.78179823554558)
26667000,FILLMORE,ST,26667000,POINT (-122.43548982692428 37.79708900118962)
21070000,EUGENIA,AVE,21070000,POINT (-122.41206190159323 37.74022687863402)
51199000,RAWLES,ST,51199000,POINT (-122.44886545515092 37.795113948848595)
23132000,OCEAN,AVE,23132000,POINT (-122.48539506169996 37.7322769220943)
24535000,CLEMENTINA,ST,24535000,POINT (-122.39723446005291 37.7859639913968)
50523000,ALMADEN,CT,50523000,POINT (-122.457953812042 37.780452122942066)
27024000,FRANCISCO,ST,27024000,POINT (-122.44761327940488 37.80032370160479)
26466000,TURK,BLVD,26466000,POINT (-122.45154313962347 37.778052106106514)
26556000,SACRAMENTO,ST,26556000,POINT (-122.42909226863542 37.79045949927246)
21067000,NEVADA,ST,21067000,POINT (-122.41136091338322 37.74139111252941)
21321000,COLERIDGE,ST,21321000,POINT (-122.41878478489693 37.745150766325196)
21624000,PRAGUE,ST,21624000,POINT (-122.42837146431174 37.71737953441839)
24083000,21ST,ST,24083000,POINT (-122.41671959391617 37.757166642598)
25080000,CLAY,ST,25080000,POINT (-122.41118647985544 37.793642557504356)
23424000,YORBA,ST,23424000,POINT (-122.49659625876028 37.73466480987911)
32843000,MARTIN LUTHER KING JR,DR,32843000,POINT (-122.50797141610795 37.76493753687971)
23305000,WESTMOORLAND,DR,23305000,POINT (-122.49051818431427 37.730939845399924)
25434000,MACONDRAY,LN,25434000,POINT (-122.41402750574709 37.79936653452367)
20914000,BURROWS,ST,20914000,POINT (-122.41002237651828 37.72728415093909)
51204000,RUGER,ST,51204000,POINT (-122.44897956494877 37.796381605799944)
22943000,PORTOLA,DR,22943000,POINT (-122.46830960851456 37.73741714794375)
23571000,TENNESSEE,ST,23571000,POINT (-122.38973281562797 37.76298610676803)
26732000,LAGUNA,ST,26732000,POINT (-122.43082088147396 37.79901326970424)
51912000,BOYLSTON,ST,51912000,POINT (-122.41118417243743 37.732789618939975)
22421000,TERESITA,BLVD,22421000,POINT (-122.45162570402557 37.744502812621135)
50074000,I-80 EASTBOUND,,50074000,POINT (-122.40424061090954 37.77641757329536)
24195000,ALAMEDA,ST,24195000,POINT (-122.40874393330282 37.76829764153829)
24021000,MARIPOSA,ST,24021000,POINT (-122.40830281346027 37.763121795229395)
30749000,12TH,ST,30749000,POINT (-122.42025427918871 37.7743586748314)
20680000,PHELPS,ST,20680000,POINT (-122.3946620590802 37.73610650575647)
27503000,18TH,AVE,27503000,POINT (-122.47737431080786 37.78236056896063)
20810000,OAKDALE,AVE,20810000,POINT (-122.40345131951746 37.742036220833675)
22621000,SOUTHWOOD,DR,22621000,POINT (-122.45736078503874 37.72523881543545)
24486000,02ND,ST,24486000,POINT (-122.39308247608145 37.78264966554191)
27248000,GEARY,BLVD,27248000,POINT (-122.46213927831688 37.78111099567931)
26385000,ANZAVISTA,AVE,26385000,POINT (-122.44346472391186 37.77958573125698)
27573000,JACKSON,ST,27573000,POINT (-122.45577323235872 37.789769678655176)
25543000,HASTINGS,TER,25543000,POINT (-122.41910945900469 37.79950183306118)
23787000,MISSOURI,ST,23787000,POINT (-122.39689710420231 37.766429968628124)
26033000,HAIGHT,ST,26033000,POINT (-122.44035770483802 37.770847434922246)
20298000,SAN BRUNO,AVE,20298000,POINT (-122.40245947904455 37.71217948607366)
23466000,39TH,AVE,23466000,POINT (-122.49738160158651 37.745833007647704)
25484000,POWELL,ST,25484000,POINT (-122.41252383537523 37.80862484967724)
24648000,MAIDEN,LN,24648000,POINT (-122.40357987955255 37.788427261565)
20503000,THOMAS,AVE,20503000,POINT (-122.39128975701293 37.730411352352625)
27388000,23RD,AVE,27388000,POINT (-122.48101689776159 37.75777829200641)
24404000,COLTON,ST,24404000,POINT (-122.4210680746824 37.77234392001772)
32975000,23RD,ST,32975000,POINT (-122.44361010450841 37.75231186061758)
21523000,OTTAWA,AVE,21523000,POINT (-122.44564598397173 37.715146256463846)
33634000,HILLVIEW,CT,33634000,POINT (-122.3847456079239 37.73601526803352)
23493000,47TH,AVE,23493000,POINT (-122.50525735177979 37.73547528793033)
27539000,CLEMENT,ST,27539000,POINT (-122.4805900156538 37.78221231255332)
51486000,EL CAMINO DEL MAR,,51486000,POINT (-122.4841460997174 37.787664873307946)
20734000,ROBBLEE,AVE,20734000,POINT (-122.39832716121748 37.7360452825262)
26178000,LOWER,TER,26178000,POINT (-122.44379547014279 37.76329559589662)
27796000,JUDAH,ST,27796000,POINT (-122.50056732697541 37.7606613206681)
22339000,CLIPPER,TER,22339000,POINT (-122.4434738119962 37.74801042177474)
54059000,TREAT,WAY,54059000,POINT (-122.41259740145364 37.748444499884776)
27828000,35TH,AVE,27828000,POINT (-122.49490329901187 37.77208079511524)
34039000,AVENUE D,,34039000,POINT (-122.36984622754927 37.819944336190844)
52159000,HWY 101 NORTHBOUND,,52159000,POINT (-122.40481135392476 37.76506338478275)
54412000,HUMBOLDT,ST,54412000,POINT (-122.38511237155532 37.75695622792493)
24920000,SUTTER,ST,24920000,POINT (-122.41024243824212 37.7890163382752)
20697000,EVANS,AVE,20697000,POINT (-122.39032794085313 37.74404592878009)
33611000,MONTEREY,BLVD,33611000,POINT (-122.44429996535712 37.73151830387144)
21299000,ESMERALDA,AVE,21299000,POINT (-122.4185538396231 37.74368067737172)
22886000,DEWEY,BLVD,22886000,POINT (-122.46138109755582 37.74556949789677)
20458000,JENNINGS,ST,20458000,POINT (-122.39485204882222 37.72017522109319)
26911000,EUCLID,AVE,26911000,POINT (-122.44926959663648 37.784688428694174)
50154000,SCHOOL,ALY,50154000,POINT (-122.40493869342568 37.80132702769645)
51207000,RUGER,ST,51207000,POINT (-122.44826737345377 37.79789473334227)
20870000,BOWDOIN,ST,20870000,POINT (-122.41001675502443 37.72462553431467)
24704000,SANSOME,ST,24704000,POINT (-122.40158235985548 37.79530629620047)
24850000,MONTGOMERY,ST,24850000,POINT (-122.40424041767749 37.80010428982576)
27558000,GEARY,BLVD,27558000,POINT (-122.48794590585803 37.77994713323331)
23496000,SLOAT,BLVD,23496000,POINT (-122.50613512527678 37.73557111777296)
21439000,MORSE,ST,21439000,POINT (-122.4385644987828 37.7132209844974)
24234000,DORE,ST,24234000,POINT (-122.41222500614357 37.7732847807121)
52273000,ALEMANY,BLVD,52273000,POINT (-122.41980750093954 37.73168573316576)
26378000,HAYES,ST,26378000,POINT (-122.44768795875473 37.77373276885173)
51370000,LINCOLN,BLVD,51370000,POINT (-122.48039359653463 37.794314003134545)
26274000,BELVEDERE,ST,26274000,POINT (-122.44827395336544 37.76419613209655)
20110000,HAWES,ST,20110000,POINT (-122.38774624733809 37.72181325947924)
24145000,MISSION,ST,24145000,POINT (-122.41920604378316 37.76023535503214)
25518000,LEAVENWORTH,ST,25518000,POINT (-122.41779864303331 37.801267348112034)
23097000,SERRANO,DR,23097000,POINT (-122.48142396235048 37.71905643763622)
26100000,ALVARADO,ST,26100000,POINT (-122.4418863985451 37.753365107003596)
21432000,EDINBURGH,ST,21432000,POINT (-122.43699190321537 37.714575236903244)
54098000,NELSON RISING,LN,54098000,POINT (-122.39413984399081 37.76947558530726)
35061000,GIANTS,DR,35061000,POINT (-122.38557741974267 37.719630029985154)
33050000,MISSOURI,ST,33050000,POINT (-122.39554777207992 37.75236886784656)
26614000,STEINER,ST,26614000,POINT (-122.43472999231628 37.78494400598528)
24056000,16TH,ST,24056000,POINT (-122.41241642574654 37.765489808981094)
22495000,ORIZABA,AVE,22495000,POINT (-122.4625887247797 37.71402953870151)
34125000,OZBOURN,CT,34125000,POINT (-122.3766402308951 37.829089341228546)
33361000,WINDING,WAY,33361000,POINT (-122.438679756537 37.71007028745492)
23385000,TARAVAL,ST,23385000,POINT (-122.49497949023485 37.74220079517363)
54122000,LINCOLN,BLVD,54122000,POINT (-122.47610038427338 37.80318174976475)
24674000,FRONT,ST,24674000,POINT (-122.39878164732016 37.7933591000684)
34098000,STRIPED BASS,ST,34098000,POINT (-122.37579826215757 37.82561746308705)
22745000,URBANO,DR,22745000,POINT (-122.46522974266077 37.725319763784825)
50067000,I-80 WESTBOUND,,50067000,POINT (-122.3928944731707 37.784751702974354)
50654000,UNNAMED 037,,50654000,POINT (-122.45529849166212 37.740595369405675)
33051000,25TH,ST,33051000,POINT (-122.39165554925843 37.75260422025604)
50581000,MUSEUM,WAY,50581000,POINT (-122.43896143581897 37.76402616324766)
23847000,CHANNEL,ST,23847000,POINT (-122.39904571226057 37.76973233092712)
27438000,29TH,AVE,27438000,POINT (-122.48783871364348 37.76308976951753)
26731000,GREENWICH,ST,26731000,POINT (-122.43093512280099 37.7995789874298)
50177000,SAINT LOUIS,ALY,50177000,POINT (-122.40699376594259 37.79553019220621)
24714000,BALANCE,ST,24714000,POINT (-122.40240244383602 37.79655456681345)
25216000,PETER YORKE,WAY,25216000,POINT (-122.42321387189517 37.78640231960552)
22841000,IDORA,AVE,22841000,POINT (-122.45652505503692 37.74405758901083)
21347000,VALLEY,ST,21347000,POINT (-122.42445920823711 37.74463599862011)
34163000,TERRY A FRANCOIS,BLVD,34163000,POINT (-122.3868840726046 37.772162176766614)
27149000,07TH,AVE,27149000,POINT (-122.46417202268545 37.764130869936054)
20838000,DELTA,ST,20838000,POINT (-122.4072715494057 37.7178199469704)
51216000,THORNBURG,RD,51216000,POINT (-122.45060067362519 37.80150352531709)
25086000,MULFORD,ALY,25086000,POINT (-122.4121543190342 37.790124448818716)
32901000,EASEMENT,,32901000,POINT (-122.49228936968981 37.73447179896679)
22258000,MONTEREY,BLVD,22258000,POINT (-122.45491587866023 37.73146499821681)
23577000,MISSION ROCK,ST,23577000,POINT (-122.387287395722 37.77306951615932)
21847000,FAIRMOUNT,ST,21847000,POINT (-122.4258151936664 37.738951550543014)
23575000,ILLINOIS,ST,23575000,POINT (-122.3881641371046 37.76695791049079)
33594000,JUANITA,WAY,33594000,POINT (-122.45377347011944 37.74321945898558)
54062000,BUCHANAN,ST,54062000,POINT (-122.4286650746393 37.7799828121573)
54044000,FRIENDSHIP,CT,54044000,POINT (-122.4307129947392 37.77780947715972)
33336000,TUCKER,AVE,33336000,POINT (-122.40802029145476 37.716508819775285)
23350000,33RD,AVE,23350000,POINT (-122.49036418753276 37.73792955931176)
20370000,SUNNYDALE,AVE,20370000,POINT (-122.41228115036516 37.71086606211726)
23304000,EUCALYPTUS,DR,23304000,POINT (-122.49134535572381 37.73070361982261)
27265000,HAGIWARA TEA GARDEN,DR,27265000,POINT (-122.46975824031944 37.7692090563975)
23388000,31ST,AVE,23388000,POINT (-122.48867763623608 37.74435150089792)
27284000,GEARY,BLVD,27284000,POINT (-122.4642791699858 37.78101892163711)
25318000,BONITA,ST,25318000,POINT (-122.42205601752957 37.79737064646192)
23703000,22ND,ST,23703000,POINT (-122.39990737695406 37.75724266421609)
30730000,MARKET,ST,30730000,POINT (-122.39826444821817 37.79171605858464)
21096000,FRANCONIA,ST,21096000,POINT (-122.40760144304322 37.74488584166989)
25675000,CUMBERLAND,ST,25675000,POINT (-122.42361294165937 37.75916422786588)
25301000,SACRAMENTO,ST,25301000,POINT (-122.4208731839961 37.79149585509792)
54048000,LA FERRERA,TER,54048000,POINT (-122.40664518397558 37.80394088087942)
22397000,MOLIMO,DR,22397000,POINT (-122.45160447521602 37.737752897950216)
54172000,TUNNEL,AVE,54172000,POINT (-122.40133096135725 37.708630167421795)
25709000,CHURCH,ST,25709000,POINT (-122.42812628313635 37.758890496614704)
25572000,FRANCISCO,ST,25572000,POINT (-122.41834134242498 37.8040700223562)
22755000,WESTGATE,DR,22755000,POINT (-122.46668138620913 37.7272377658179)
26807000,ERKSON,CT,26807000,POINT (-122.44015113511941 37.78425920835835)
22302000,ARROYO,WAY,22302000,POINT (-122.44737142549138 37.73793355647482)
22544000,RALSTON,ST,22544000,POINT (-122.4688962731411 37.714256184195975)
26354000,FELL,ST,26354000,POINT (-122.44256485027657 37.77342422526913)
25493000,JONES,ST,25493000,POINT (-122.41594335333075 37.80054721418961)
23355000,ULLOA,ST,23355000,POINT (-122.4916349400204 37.740474506569754)
20198000,LA SALLE,AVE,20198000,POINT (-122.38717561598388 37.73566160823885)
25158000,AMITY,ALY,25158000,POINT (-122.41574387247987 37.785802910537)
51512000,PALO ALTO,AVE,51512000,POINT (-122.44832168966829 37.75685598829146)
21468000,BRUNSWICK,ST,21468000,POINT (-122.44270006780712 37.710764420851454)
26638000,PIERCE,ST,26638000,POINT (-122.43731856828444 37.78942163160699)
23476000,42ND,AVE,23476000,POINT (-122.50059751355577 37.74569197838128)
21885000,BEACON,ST,21885000,POINT (-122.43117462569106 37.73915251818052)
26308000,WILLARD,ST,26308000,POINT (-122.45421726502745 37.764310945543166)
24190000,DIVISION,ST,24190000,POINT (-122.40800720355601 37.76924401021171)
27930000,MORAGA,ST,27930000,POINT (-122.50446314462127 37.75487866441224)
27323000,15TH,AVE,27323000,POINT (-122.47212431622512 37.75438883215196)
26693000,GREENWICH,ST,26693000,POINT (-122.42600124975449 37.80020624835473)
50637000,CRESTLINE,DR,50637000,POINT (-122.44613202485182 37.752897175492286)
25473000,MASON,ST,25473000,POINT (-122.41360416883228 37.8056184799176)
26208000,LOMA VISTA,TER,26208000,POINT (-122.44334727905155 37.7653327946071)
30820000,BROADWAY,,30820000,POINT (-122.4406765251626 37.7935437831947)
33592000,ROCKDALE,DR,33592000,POINT (-122.45461656851606 37.74097301344387)
22797000,DARIEN,WAY,22797000,POINT (-122.47139994176273 37.73193748977368)
21552000,SICKLES,AVE,21552000,POINT (-122.45266472108813 37.70880633744901)
21541000,MISSION,ST,21541000,POINT (-122.44837696202524 37.71037270806683)
52195000,CLOUD,CIR,52195000,POINT (-122.44987915750784 37.72662597337742)
22377000,MYRA,WAY,22377000,POINT (-122.45299289515981 37.74065363087002)
23666000,20TH,ST,23666000,POINT (-122.39724892485962 37.75996740769112)
33577000,UNNAMED 031,,33577000,POINT (-122.46551269750111 37.74686373001442)
27473000,BALBOA,ST,27473000,POINT (-122.4725716706292 37.77684400936702)
33440000,ALEMANY,BLVD,33440000,POINT (-122.45441074632942 37.710684634495024)
22341000,BURNETT,AVE,22341000,POINT (-122.44484722576487 37.74694537286994)
33011000,TERESITA,BLVD,33011000,POINT (-122.44653627264815 37.733992413409766)
34088000,AVENUE M,,34088000,POINT (-122.36883044989165 37.82804298346184)
25735000,25TH,ST,25735000,POINT (-122.43171693198495 37.74982977905222)
50588000,ORD,CT,50588000,POINT (-122.44165425400945 37.764211755831)
27703000,36TH,AVE,27703000,POINT (-122.49482022074977 37.75530129723473)
23726000,KANSAS,ST,23726000,POINT (-122.40280294385138 37.757068367578185)
24466000,MCALLISTER,ST,24466000,POINT (-122.42024718363422 37.78007469594091)
24771000,WALTER U LUM,PL,24771000,POINT (-122.40566321739126 37.794345222826365)
20633000,GIRARD,ST,20633000,POINT (-122.40410075984448 37.72617320471209)
26862000,WASHINGTON,ST,26862000,POINT (-122.44430035186507 37.79032652258808)
21011000,SAN BRUNO,AVE,21011000,POINT (-122.40651538371897 37.73401775072802)
23400000,PACHECO,ST,23400000,POINT (-122.4890664086524 37.74994278587207)
52047000,ORIZABA,AVE,52047000,POINT (-122.46256302206206 37.71079859108524)
23252000,ULLOA,ST,23252000,POINT (-122.48413230145523 37.74080532160446)
23888000,WELSH,ST,23888000,POINT (-122.39976258529396 37.7773719954395)
51958000,TEVIS,ST,51958000,POINT (-122.37073031419426 37.70930182089578)
25445000,VALPARAISO,ST,25445000,POINT (-122.41275443458048 37.80143000181329)
20949000,MADISON,ST,20949000,POINT (-122.42184696082327 37.7241988589137)
53004000,STEUART,LN,53004000,POINT (-122.39118298474982 37.79162573432945)
23189000,15TH,AVE,23189000,POINT (-122.47174916409388 37.748836267826846)
27254000,NANCY PELOSI,DR,27254000,POINT (-122.46700443088093 37.768012599974014)
21841000,30TH,ST,21841000,POINT (-122.42423327736721 37.7422363017671)
27451000,STOW LAKE,DR,27451000,POINT (-122.47365519137966 37.771155801644234)
23263000,TARAVAL,ST,23263000,POINT (-122.48212164859618 37.742767282947035)
23926000,FOLSOM,ST,23926000,POINT (-122.40643633579406 37.77785653713777)
27332000,LAWTON,ST,27332000,POINT (-122.47566586500942 37.75801377550707)
22427000,LA BICA,WAY,22427000,POINT (-122.453082124602 37.74208172585516)
23821000,TOWNSEND,ST,23821000,POINT (-122.39498148051021 37.77708933293915)
26262000,BELVEDERE,ST,26262000,POINT (-122.44778035178994 37.76172641908757)
28047000,19TH,AVE,28047000,POINT (-122.47070422714465 37.715212904278296)
21388000,WINDING,WAY,21388000,POINT (-122.43469231491409 37.70956638207985)
27978000,FULTON,ST,27978000,POINT (-122.5098947499257 37.77139603191625)
33356000,HANOVER,ST,33356000,POINT (-122.44111182938404 37.709809405275294)
27743000,IRVING,ST,27743000,POINT (-122.49641455955319 37.76271133736307)
20577000,GIRARD,ST,20577000,POINT (-122.40260481450026 37.72257407586035)
24438000,POLK,ST,24438000,POINT (-122.41813856919795 37.7779706634928)
27298000,FUNSTON,AVE,27298000,POINT (-122.4715059944548 37.77689255622797)
